t,TB_sim,TB_true,TB_obs
0.0,0.04650810721224417,0.04650810721224416,0.045965291910593876
0.05,0.045770321209640884,0.04551822256549968,0.04601689528879147
0.1,0.044651860480769086,0.04389094378680953,0.044032433035835525
0.15000000000000002,0.04356959984283694,0.04235854021501502,0.04160539285805597
0.2,0.042522238011147316,0.04090799262351686,0.04061869249753259
0.25,0.04150852618548963,0.03954038913723677,0.04036610740578535
0.30000000000000004,0.040527266163269515,0.03824443188629269,0.03703109226459615
0.35000000000000003,0.03957730356697761,0.037021157142379114,0.036806700827951025
0.4,0.038657527689956006,0.035860736618652106,0.036493704748004875
0.45,0.037766871496398215,0.0347641511929791,0.03433078099184655
0.5,0.036904309988487205,0.03372283053411402,0.03338338745830299
0.55,0.03606885789856857,0.03273769872218422,0.032690344237715774
0.6000000000000001,0.03525956900488734,0.03180126497400507,0.03254695978706721
0.65,0.034475531069866894,0.030914396686456798,0.030594945688114474
0.7000000000000001,0.03371586570418248,0.030070531798097686,0.029848540818274653
0.75,0.032979728366761205,0.02927048219583476,0.0290533065580255
0.8,0.03226630722313863,0.02850848668647089,0.029611451727833617
0.8500000000000001,0.0315748211229785,0.027785303537987072,0.028878696582473967
0.9,0.030904519707222675,0.027095863764505037,0.027597890713444477
0.9500000000000001,0.030254679006631795,0.02644087437176846,0.026633967571355888
1.0,0.029624601255908718,0.025815866001147936,0.026184550289096057
1.05,0.02901361489369847,0.025221497033039615,0.025966863047115013
1.1,0.02842107418008178,0.024653818666987022,0.024185901732785828
1.1500000000000001,0.027846356806337267,0.024113443439771953,0.024701357962163006
1.2000000000000002,0.027288865174136236,0.023596875422018132,0.022969935088143625
1.25,0.02674802252934499,0.02310468413572146,0.022785808384494753
1.3,0.02622327232760013,0.022633768448427002,0.02308732104632715
1.35,0.025714078234308536,0.022184657673738013,0.02147031732362503
1.4000000000000001,0.02521992412464741,0.02175459554075902,0.021684561180664686
1.4500000000000002,0.02474031259724105,0.02134407389025854,0.020913196442328696
1.5,0.02427476493598777,0.020950638284596798,0.0208228285993315
1.55,0.023822820106650953,0.020574745723803814,0.01917545117107345
1.6,0.023384032599274972,0.020214206450357416,0.019328439898102494
1.6500000000000001,0.022957972426937177,0.019869445131278425,0.019519506513979466
1.7000000000000002,0.022544225125747865,0.019538504544544477,0.02000223576042377
1.75,0.022142391672120208,0.019221779395277895,0.019134961553882786
1.8,0.021752086760706627,0.018917517131233685,0.01891894008918209
1.85,0.021372939949054027,0.018626084724208382,0.018970196079759524
1.9000000000000001,0.021004593546183385,0.018345910089202888,0.017906141917698362
1.9500000000000002,0.02064670172990369,0.018077334549380326,0.01821914821128397
2.0,0.020298930546811922,0.01781894542690167,0.017416262167868863
2.0500000000000003,0.019960957912293055,0.01757106033901895,0.016707225591958648
2.1,0.019632473530311476,0.0173324076560175,0.017136957759139947
2.15,0.019313177445471327,0.017103283094156728,0.01739018602535926
2.2,0.019002781149487242,0.016882540038930128,0.01705183456443003
2.25,0.018701005859478835,0.016670453978394086,0.016664538731154678
2.3000000000000003,0.018407581821055008,0.016465989287323804,0.017662171920292666
2.35,0.01812224830831397,0.01626940277286008,0.01647585885301447
2.4000000000000004,0.01784475362384321,0.016079757507945675,0.01656912551091435
2.45,0.017574855098718808,0.015897293047757718,0.017016364717006693
2.5,0.017312318152509373,0.015721160374519264,0.01507411771293864
2.5500000000000003,0.01705691658223194,0.015551583109464822,0.015032189004362345
2.6,0.016808432172887213,0.01538779065830796,0.016259646770869426
2.6500000000000004,0.016566653538110186,0.015229991922855369,0.014830960555234838
2.7,0.01633137612017016,0.015077486378817432,0.015092327993969097
2.75,0.016102402189970725,0.01493046932687162,0.015465127311583794
2.8000000000000003,0.015879540847049782,0.014788302944759895,0.01523365614040648
2.85,0.015662607884345134,0.014651169961161765,0.015528613052152319
2.9000000000000004,0.015451424809945123,0.014518488747075842,0.015266310815592576
2.95,0.015245819879779857,0.014390430405884651,0.01492512674073752
3.0,0.015045626783614287,0.014266463743319191,0.013880109386195594
3.0500000000000003,0.014850684342870568,0.014146749108117121,0.01454418044201373
3.1,0.014660836510628068,0.01403080063837278,0.014187936635626213
3.1500000000000004,0.01447593237162335,0.013918768728784354,0.013255635998814125
3.2,0.014295826142250202,0.01381020832218766,0.014518857845426086
3.25,0.014120377020311136,0.013705260595413585,0.01410887886270287
3.3000000000000003,0.013949448410824407,0.01360351727261973,0.013626262312935278
3.35,0.013782908862802336,0.013505110989734899,0.013388564959242693
3.4000000000000004,0.013620630955094373,0.013409666671792685,0.01281051609944229
3.45,0.013462491095163091,0.013317309036425739,0.013417071073205054
3.5,0.01330836951908417,0.013227693018847363,0.013461912578570186
3.5500000000000003,0.01315815029154641,0.013140935991123693,0.012725358499002054
3.6,0.013011721305851726,0.013056720051363737,0.013637822075913502
3.6500000000000004,0.012868974272444267,0.012975155753055911,0.012426554229814394
3.7,0.012729804032454353,0.012895949812931849,0.011834399637910628
3.75,0.012594109164471663,0.012819206450957231,0.013339069996403581
3.8000000000000003,0.012461791561765304,0.012744654725946589,0.012542971706895535
3.85,0.012332755950926318,0.012672392970962974,0.012609378178306466
3.9000000000000004,0.012206909891867665,0.012602170547249587,0.01218341218583706
3.95,0.012084163777824244,0.012534080312363397,0.011731098932004696
4.0,0.011964430835352879,0.012467890100194999,0.013095508787557109
4.05,0.011847627124332322,0.012403687671912427,0.012059253179988965
4.1000000000000005,0.011733671475077579,0.012341257690458525,0.013171733934532494
4.15,0.011622484891001428,0.012280683170146828,0.012684337263252191
4.2,0.011513991312792477,0.012221764124764436,0.012064385051405706
4.25,0.01140811697304079,0.012164579144190517,0.011621627943627083
4.3,0.0113047901820292,0.012108942261947898,0.01174271126858767
4.3500000000000005,0.011203941327733311,0.012054927941045379,0.011448666375497794
4.4,0.011105502875821514,0.012002363034631558,0.01304591971442565
4.45,0.011009409369654962,0.01195131815361772,0.012033538768732633
4.5,0.010915597430287586,0.011901631887472949,0.012476734658746266
4.55,0.010824005755660164,0.011853371248880498,0.011219695224375385
4.6000000000000005,0.010734574883409297,0.011806385584600473,0.011896903149398974
4.65,0.010647247003627873,0.011760738543779646,0.012349669513183935
4.7,0.010561966089323513,0.011716289344642554,0.011548783963676045
4.75,0.010478677788566027,0.011673098489890043,0.012188655719350915
4.800000000000001,0.010397329117853467,0.011631034266788928,0.011088750310786044
4.8500000000000005,0.010317869087672443,0.011590154232524826,0.010908418460215534
4.9,0.010240248324930373,0.011550335015708006,0.011740035321747075
4.95,0.010164418764535294,0.011511631414096833,0.011322043196810556
5.0,0.010090333649395863,0.011473927736969059,0.011794955081604974
5.050000000000001,0.010017947530421352,0.011350552989009804,0.01036160902324958
5.1000000000000005,0.00994721626652166,0.011175917128216015,0.011532049445951273
5.15,0.009878097024607303,0.011010055521887545,0.012309207485522201
5.2,0.00981054827958941,0.010851723268741679,0.01083941027802594
5.25,0.009744529814379737,0.010700983914389204,0.010718054978844123
5.300000000000001,0.00968000261502553,0.01055677542466144,0.01064655016698078
5.3500000000000005,0.009616928543510785,0.0104191682663509,0.009488180410955005
5.4,0.00955527093225897,0.010287252356969367,0.010500325676814522
5.45,0.009494994107041625,0.010161102459295192,0.00935839758728721
5.5,0.009436063321139212,0.010039935198827142,0.00982609539976524
5.550000000000001,0.009378444755341123,0.00992382767284304,0.010545262447644909
5.6000000000000005,0.00932210551794568,0.009812102537331618,0.009444494059281579
5.65,0.009267013644760137,0.009704837768726667,0.009955462263510366
5.7,0.009213138099100675,0.00960144506338778,0.010107814590365964
5.75,0.009160448771792402,0.009502002207396238,0.009641372635444238
5.800000000000001,0.009108916481169363,0.009405995934006693,0.008720521698959389
5.8500000000000005,0.009058512815671146,0.009313503063291359,0.009147265425615652
5.9,0.009009210042247471,0.009224073788149932,0.010203779459344075
